case_id,trade_nm,legal_name,street_addr_1_txt,cty_nm,st_cd,zip_cd,naic_cd
1452388,Medicine Shoppe #1747 (The),"Smoov Development, Inc.",106 W. Main St.,Smithville,MO,64089,446110
1453531,Pacific Tomato Growers-Sunripe Camp   (New),ATG Holding Company,28215 Terminal Drive,Painter,VA,23420,111339
1474624,Taco Bell,ES-O-EN Corporation,1287 Draver Parkway,Draper,UT,84020,722211
1612997,New Dimensions,"New Dimensions, Inc.",2 Johnson Court,Bay City,MI,48708,624310
1702492,Wyndham Gettysburg,"Interstate Hotels and Resorts, Inc.",95 Presidential Circle,Gettysburg,PA,17325,721110
1415416,Homestead Studio Suites,"HVM, L.L.C. d/b/a",268 Metro Center Blvd.,Warwick,RI,2886,721110
1475433,"UGN, Inc","U.G.N., Inc.",2252 Industrial Drive,Valparaiso,IN,46383,336399
1510707,"X-L Overhead Construction, Inc.","X-L Overhead Construction, Inc.,",2550 Denali St.,Anchorage,AK,99503,23821
1643527,IHOP Restaurant #3239,"Innovative Industries, Inc.",3313 9th Avenue SE,Watertown,SD,57201,722110
1617792,Westar Roofing,Westar Roofing Corporation,2516 Squadron Court,Virginia Beach,VA,23453,238160
1518218,Barbara's Loving Care,Barbara's Loving Care,3323 Dobbs Farm Road,Kinston,NC,28501,9690
1490140,Child Care Group,Child Care Group,8585 N Stemmons Frwy,Dallas,TX,75247,624410
1526117,McDonalds Restaurant,"DP&K, Inc.",1020 N. Rochester Street,Mukwonago,WI,53149,722211
1759344,Shirley's Coffee Shop,"Dynamic Core Group, Inc.",PO Box 504580,Saipan,MP,96950,72211
1487227,Alameda County Medical Center,Alameda County Medical Center,1411 East 31st Street,Oakland,CA,94602,9660
1506256,Metropolitan Council,Metropolitan Council,390 Robert Street North,Saint Paul,MN,55101,9270
1762392,Budget Services & Supplies,"Budget Services & Supplies, LLC.",2650 Middle Road,Jeffersonville,IN,47130,561720
1530184,The Country Nursery,"The Country Nursery, Inc.",290 Route 24,Chester,NJ,7930,11142
1423973,Avalon Health Care Center,Life Care Services,186 Jerry Browne Rd.,Mystic,CT,6355,6231
1451382,Captain D's,Captain D's,Highway 54,Osage Beach,MO,65065,722211
1562097,"Ferguson Enterprises, Inc.","Ferguson Enterprises, Inc.",801 Allsbrook Hwy,Roanoke Rapids,NC,27870,236118
1712641,El Bufalo Pawn #3,"LBP, L.P.",8002 San Gabriel,Laredo,TX,78045,522298
1512848,Bally's Hotel & Casino,Parball Corporation,3645 S. Las Vegas Blvd,Las Vegas,NV,89109,72112
1540383,FM Home Improvement,"FM Home Improvement, Inc.","3125 State Highway 10, Suite 1D",Denville,NJ,7834,23611
1374391,"Elite Title Insurance Agency, Inc.","Elite Title Insurance Agency, Inc.",3517 Canal Street,New Orleans,LA,70119,524127
1673300,"Metro Air Services, Inc.","Metro Air Services, Inc.","10049 Harrison, Suite 4000",Romulus,MI,48174,561431
1580419,On Parade Diner,Kynouria Restaurant Corp.,7980 Jericho Turnpike,Woodbury,NY,11797,722110
1581077,Iesi Tx Corporation,IESI TX Corporation,2301 Eagle Pkwy Ste 200,Fort Worth,TX,76177,562111
1470745,La  Z  Boy - Carle Place,MTW Limited,265 Glencove Road,Carle Place,NY,11514,442110
1767473,Renegade Wireline Service (Denver City),"RWLS, LLC",1101 State HWY 803 West,Denver City,TX,79323,213111
1574370,Pyramid Services,"Pyramid Services, Inc.",1300 W. Richey Ave.,Artesia,NM,88210,238990
1733835,Mentor Network dba North Carolina Mentor,National Mentor Healthcare LLC,831 Baxter Street Suite 205,Charlotte,NC,28202,813311
1416390,Sentry Technology High School,Information Referral Resource Assistance Inc.,508 E. Elizabeth,Brownsville,TX,78520,9740
1487941,"AmeriGuard Security Services, Inc","AmeriGuard Security Services, Inc","5470 W. Spruce Ave, Suite #102",Fresno,CA,93722,561612
1554327,Heartland Transportation,"Heartland Transportation, Inc",6418 Asheville Hwy,Knoxville,TN,37924,484230
1696080,"Alutiiq Diversified Services, LLC",Afognak Native Corporation,1000 Liberty AVenue,Pittsburgh,PA,15222,561612
1694692,Sunland Optical Company,"Sunland Optical Co., Inc.",Aberdeen Proving Ground,Aberdeen Proving Ground,MD,21005,446130
1425862,Central Transport,"Central Transport, Inc.",1201 Niccum,Effingham,IL,62401,4841
1725404,BMC West,BMC West Corporation,1425 N Holmes Ave,Idaho Falls,ID,83401,423310
1378786,Jose Manuel Magdaleno Farm Labor,Jose M. Magdaleno,2456 S. Lincoln Street,Stockton,CA,95206,115115
1380283,Rhino Wireless- Main Office,"Rhino Wireless, Inc.",325 W. 1700 So. #3,Clearfield,UT,84015,517310
1468994,"AAA Northwest Ohio, Inc","AAA Northwest Ohio, Inc",7150 W. Central Avenue,Toledo,OH,43617,561510
1475564,Highlander Foodland,Mitchell Grocery Corporation,2710 19th Street North,Bessemer,AL,35023,44511
1398521,"Superline, Inc.","Superline, Inc.",3057 South Alameda Street,Los Angeles,CA,90058,3152
1758448,Autofin USA,"Komex Motors Whittier, Inc.",900 North Broadway Street,Santa Ana,CA,92701,522310
1490250,Subway - Ajay Patel,"Jalarambapa, Inc.","10563 Tamiami Trail, Bay 3, Plaza N",Naples,FL,34108,722211
1536098,USPS,United State Postal Service,358 West Harrison,Chicago,IL,60632,491110
1390387,Two Rivers Grocery & Market,"Langston Enterprises, Inc.",1200 S. Broadway (Hwy 80 @ Hwy 155),Big Sandy,TX,75755,44511
1294594,Sea Island Home Health Agency,Sea Is. Comprehensive Health Care Corp Inc.,3627 Maybank Highway,Johns Island,SC,29429,621399
1582360,De Colores Fashion/Zoah/Le Ceelo,"Jinwon Apparel, Inc.",1327 East 15th Street,Los Angeles,CA,90021,315239
1403226,Per seption,"W & W Concept, Inc.",1797 East Martin Luther King Jr. Blvd.,Los Angeles,CA,90058,3152
1732479,Comfort Inn & Suites,"S & S Hotels, LLC",2450 Old National Parkway,Atlanta,GA,30349,721110
1695444,Coble Constructors LLC (Henzel Phelps),"Coble Constructors, LLC",155 Griffin Rd,La Luz,NM,88337,238110
1423270,Super Sak #2,Penco Energy Corporation,150 N. Winnsboro Street,Quitman,TX,75783,447110
1478973,Embassy Suites of Lexington,"Winegardner and Hammons, Inc",1801 Newtown Pike,Lexington,KY,40511,721110
1498903,S.A.M. Farms Inc. (AGER),S.A.M. Farms Inc.,17950 SW 285th Street,Homestead,FL,33030,111219
1690243,Star Route Transport,"Star Route Transport, Inc",2478 Downing Rd,Fayetteville,NC,28312,561431
1432785,Magruder Eye Institute - Lake Mary,"G. Brock Magruder M.D., P.A.",938 Williston Park Pt.,Lake Mary,FL,32746,621111
1473748,Verizon - Vorce,Verizon Florida,610 Zack Street,Tampa,FL,33602,517212
1683922,"Ross Construction Services, Inc","Ross Construction Services, Inc",130 E 7th Street,Ada,OK,74820,238110
1604771,Motel 6,Laxmi Narayan Corporation,6105 Cambridge Way,Plainfield,IN,46168,72111
1751908,Steamatic,"JJF & C, LLC",10550 Kahlmeyer Drive,Saint Louis,MO,63132,238990
1633062,Sonny's Real Pit Bar-B-Q,"Tricor, Inc.",2401 East Busch Boulevard,Tampa,FL,33612,722110
1534480,Rock Bottom Restaurants and Brewery,"Rock Bottom Restaurants, Inc.",1001 16th Street,Denver,CO,80265,722110
1590113,George's Processing,"George's Processing, Inc.",9066 State Highway W,Cassville,MO,65625,31161
1763353,64 Biz Center,"J & M Business Center, Inc.","217 West US Highway 64, Suite 3",Lexington,NC,27295,713290
1764593,Avenues of Hazleton,Habilitation Inc,600 S Poplar Street,Hazleton,PA,18201,9680
1632216,Summerwind Residential Care,Salvacion Gabasan,16549 San Juan Court,Victorville,CA,92395,623220
1485438,Denver Nursing Home,Lancaster Leasing Partnership,400 Lancaster Ave.,Stevens,PA,17578,623110
1492144,States Industries,"States Industries, Inc.",130 Enterprise Way,Mocksville,NC,27028,32121
1649382,Industrial Maintenance Services,"Industrial Maintenance Services, Inc.",1920 20th Ave.,Escanaba,MI,49829,238990
1663747,Briston,Briston Construction LLC,"521 S 48th St, Ste 106",Tempe,AZ,85281,236115
1684100,Limelight Hotel,"Aspen Skiing Company, L.L.C.",355 S. Monarch Street,Aspen,CO,81611,721110
1681003,"Alpha Protective Services, Inc. (Fort Bragg)","Alpha Protective Services, Inc","Fort Bragg, NC",Fayetteville,NC,28301,561612
1673113,La Fiesta Mexican Restaurant,La Fiesta Mexican Restaurant,1582 Coleman Drive,Humboldt,TN,38343,722110
1677751,Girling Health Care,"Girling Health Care, Inc.",5010 Kenosha,Lubbock,TX,79413,621610
1531788,"Charles T. Sitrin Health Care Center, Inc.","Charles T. Sitrin Health Care Center, Inc.",2050 Tilden Avenue,New Hartford,NY,13413,623110
1562814,"Patzzi, Inc.","Patzzi, Inc",224E. 11th Street #300,Los Angeles,CA,90015,315232
1553828,KFC/Long John Silver,K-MAC Enterprises Inc.,613 East Broadway,North Little Rock,AR,72114,722211
1543887,Kit Carson Farms,"Kit Carson Farms, Inc.",P.O. Box 101,Hatch,NM,87937,111998
1725574,Marina Auto Body,Williams Enterprises,4095 Redwood Ave.,Los Angeles,CA,90066,811118
1632365,"Manpower International, Inc.","Manpower International, Inc.",737 Bishop Street Ste 122,Honolulu,HI,96813,561320
1694157,New Dynasty Buffet Restaurant,New Dynasty Buffet,1999 Keith St NW,Cleveland,TN,37311,722212
1572623,Chesapeake Service Systems,"Chesapeake Service Systems, Inc.",1100 Executive Boulevard,Chesapeake,VA,23320,9680
1675320,Shell Tumon,"Precision Systems, Inc",119 S. Marine Corps Drive Suite 202-4,Barrigada,GU,96913,447110
1734351,Open Hearts School and Child Care,First United Methodist Church of Brady,500 W. Victoria St,Brady,TX,76825,624410
1659393,EAST BAY VISION CENTER OPTOMETRY,"East Bay Vision Center Optometry, Inc.","34420 Fremont Boulevard, Suite E",Fremont,CA,94555,621320
1758789,El Jalisco,El Jalisco Mexican Restaurant Inc,105 Highway 98,Eastpoint,FL,32328,722110
1758793,InGenesis,"InGenesis, Inc",6609 Blanco Road,San Antonio,TX,78216,623110
1762271,103 Restaurant and Lounge,USA Truck Stop Inc,987 Hwy 80 East,Calhoun,LA,71225,722110
1302559,"Island Security Service, Inc.","Island Security Service, Inc.",Pmb 16,Saipan,MP,96950,561612
1530707,El Jaliciense II,"El Jaliciense II, LLC",5400 West Alameda Avenue,Lakewood,CO,80226,722110
1704863,"Noah's Ark Day Care, Inc","Noah's Ark Day Care, Inc",19241 Highway 314,Belen,NM,87002,624410
1703613,Little Caesars Pizza,Osman Ventures LLC,Bldg. 129 Fort Benning,Fort Benning,GA,31905,722211
1468062,AUTUMN RIVER,EQUITY RESIDENTIAL PROPERTIES,1302 RIO VALLEY DRIVE,Raleigh,NC,27614,531311
1468068,LAUREL RIDGE,EQUITY RESIDENTIAL PROPERTIES,"1100 WEST NC, HWY 54 BYPASS",Chapel Hill,NC,27516,531311
1485096,Subway- Store C,"Schlote Enterprises, Inc.",275 S. Union Blvd,Denver,CO,80228,722211
1686633,ABM Janitorial Services (DEA),"ABM Services, Incorporated",4560 Viewridge Ave.,San Diego,CA,92123,561720
1655884,Blueberry Hill Farms,Blueberry Hill Farms,6630 Quinton Road,Dora,AL,35062,111334
1678832,Little Caesar's Pizza on Bryant,"Larcon Foods, Inc.",2303 N. Bryant Blvd.,San Angelo,TX,76903,722211
1507492,Robert Sweat FLC,Robert Sweat,7940 Front Beach,Panama City Beach,FL,32407,115310
1727973,Crescent Fruit & Vegetable,"Crescent Fruit & Vegetable, LLC",18100 N. Rooth Road,Edinburg,TX,78541,111219
1708521,"Joint Logistics Managers, Inc.","Joint Logistics Managers, Inc.",5840 Allin Road,Prince George,VA,23875,541511
1518360,Berkshire County ARC,Berkshire County ARC,395 South Street,Pittsfield,MA,1201,624310
1672081,Water Mill Home,"New Leaf Adolescent Care, Inc.",5101 Hampton Meadows Dr.,Monroe,NC,28110,622210
1447952,A.R.C. Corporation,American Retirement Corporation,111 Westwood Place,Sun City Center,FL,33573,6231
1675218,"Olameter, Inc.","Olameter, Inc","2000 McGill College Ave., Ste. 500",Buffalo,NY,14202,22112
1738299,Wing Daddy's Sauce House,"M & S Group, Inc.",10730 Potranco Rd,San Antonio,TX,78251,722110
1690193,"Triple Flag Tires and Wheels, LLC","Triple Flag Tires and Wheels, LLC",12051 Bellefontaine Road,Saint Louis,MO,63138,441320
1586928,Mohawk Farms,Mohawk Farms,948 10th Street,Hammonton,NJ,8037,1113
1692749,Wenco Energy Corporation,Wenco Energy Corporation,PO Box 35444,Tulsa,OK,74153,332710
1712076,Innovative Industries,"Innovative Industries, Inc.",421 W. Centennial Avenue,Carthage,MO,64836,62431
1555977,Lyondell - Citgo Refining,"Lyondell-Citgo Refining Company, Ltd.",12000 Lawndale,Houston,TX,77017,324110
1756164,K Town Transportation,K Town Transportation,6946 46th Street,Kenosha,WI,53144,4859
1354129,Priceless Dry Cleaners,"Carden, Inc.",1850 E. Winter Park Road,Orlando,FL,32803,81232
1296597,Roosevelt Neston,Roosevelt Neston,P O Box 635,Fort Pierce,FL,34954,115115
1665504,Work Activity Center,"Work Activity Center, Inc.",1275 W. 2320 So.,Salt Lake City,UT,84119,624120
1585408,Irondale Chevron,"Reliable Enterprises, Inc.",1804 Crestwood Blvd,Birmingham,AL,35210,447110
1608234,Steady Clothing,Steady Clothing Inc.,3020 South Fairview Street,Santa Ana,CA,92704,315232
1393670,Sunrise Eastover Assisted Living,"Sunrise Assisted Living Management, Inc.",3610 Randolph Rd,Charlotte,NC,28211,623312
1394723,"Fastrac Markets, LLC","Fastrac Markets, LLC",214 W. Bridge Street,Oswego,NY,13126,447110
1705549,"Electraserve, Inc.","Electraserve, Inc.",4051 S.W. 47th Avenue,Davie,FL,33314,238210
1661259,UMDNJ,University of Medicine and Dentistry of NJ,30 Bergen Street,Newark,NJ,7107,622110
1652825,Universal Contracting (Fireclay),Universal Contracting LLC,120 West Fireclay Avenue,Salt Lake City,UT,84107,238170
1748438,Brick Oven Pizza Kapolei,AGR Inc,889 Kamokila Blvd,Kapolei,HI,96707,722110
1392516,Jimmy Johns,Wildcat Investments,1100 S. College Street,Auburn,AL,36830,722211
1632298,HRI Inc,"HRI, Inc.",1750 West College Avenue,State College,PA,16801,23899
1446715,Verizon-Ransom,Verizon Florida,610  Zack Street,Tampa,FL,33602,517110
1659390,EAST BAY VISION CENTER OPTOMETRY,"East Bay Vision Center Optometry, Inc.",1230 Harrison Street,Oakland,CA,94612,621320
1659392,EAST BAY VISION CENTER OPTOMERTY,"East Bay Vision Center Optometry, Inc.","388 9th Street, Suite #157",Oakland,CA,94607,621320
1345590,Graham & Graham Trucking LLC,Graham & Graham Trucking LLC,2713 Camelot Road,Endicott,NY,13760,49111
1397240,Wyatt Farms Greenhouse & Nursery,"Wyatt Farms Greenhouse & Nursery, Inc.",14 Moors Camp Highway,Benton,KY,42025,444220
1399483,Kent Security Services,"Kent Security Services, Inc.",14600 Biscayne Boulevard,Miami,FL,33181,561612
1479020,Dutchway Market,"Dutchman's Country Market, Inc.",649 E. Lincoln Ave.,Myerstown,PA,17067,44511
1668519,"Mountain View Alternative Care, Inc.","Mountain View Alternative Care, Inc.",6725 W. 65th Ave,Arvada,CO,80003,623312
1683173,IESI Corporation,"IESI TX Corp., Inc.",2301 Eagle Parkway Suite# 200,Fort Worth,TX,76177,562219
1707450,Rancho Viejo Mexican Restaurant 2,Rancho Viejo Mexican Restaurant LLC,12 Ellicott Street,Batavia,NY,14020,722110
1313244,NCLN20 (USDA),NCLN20,800 Buchanan St.,Albany,CA,94710,561612
1683721,Pizza Time,"Bukhari, LLC",20 Main Street,Windsor Locks,CT,6096,722211
1683927,"Guckenheimer Services, LLC","Guckenheimer Enterprises, Inc.",Williams Center,Tulsa,OK,74103,722110
1783240,Integrity Staffing Solutions,"Integrity Staffing Solutions, Inc.",50 New Canton Way,Robbinsville,NJ,8691,56132
1635103,Mercedes Mexican Restaurant-Santa Fe,Musk Enterprises,1385 N. Santa Fe Dr.,Denver,CO,80204,722211
1635104,Mercedes Mexican Restaurant-Pecos,Musk Enterprises,6940 Pecos St.,Denver,CO,80221,722211
1609442,"KSW Oilfield Rental - White Oak, TX","KSW Oilfield Rental, LLC",2202 Highway 80,De Berry,TX,75639,238990
1644796,Love 4 All Child Care Center,"Love 4 All Child Care Center, Inc.",6 Wake Robin Rd,Lincoln,RI,2865,624410
1281705,Quality Rail Service,"Quality Rail Services, LLC",Missouri Basin Power Plant,Wheatland,WY,82201,48821
1425997,Marcello's Restaurant,Marco Enterprise Inc.,21 Lafayette Avenue,Suffern,NY,10901,7221
1681635,Super Shiny@Witt Lincoln Dealership,"Super Shiny Auto Detail, Inc",588 Camino Del Rio N,San Diego,CA,92108,811192
1422123,Heritage Hall - King George,"American HealthCare, LLC",8443 Kings Highway,King George,VA,22485,623110
1384242,Davis Rescare,"Rescare, Inc.",22425 Overland Ave,Bloomfield,IA,52537,623110
1684210,Arbour Health Counseling Center,"HRI Clinics, Inc.",38 Pond Street,Franklin,MA,2038,621420
1586844,"Garda Cash Logistics, LLC","Garda CL Atlantic, Inc.",1640 Veterans Memorail Highway,Nesconset,NY,11767,561613
1529011,Tops Friendly Markets,"Tops Markets, LLC",309 W. Morris St.,Bath,NY,14810,445110
1467976,Munce's Konvenience Plymouth,"Munce's Superior Petroleum Products, Inc.",335 Main Street,Plymouth,NH,3264,447110
1485093,Town of Islip,Town of Islip,115 Lincoln Avenue,Sayville,NY,11782,9830
1537548,SunRidge Harvesting Co.,SunRidge Harvesting Co.,PO Box 2290,Lake Placid,FL,33862,111310
1500101,MRCI,"Mankato Rehabilitation Center, Inc.",15 Map Drive,Mankato,MN,56001,6243
1531502,Playa Azul,"Playa Azul, Inc.",111 N. Washington,Wichita,KS,67202,722110
1520577,Chico's,Chico's FAS,3000 Highland Drive,Jonesboro,AR,72401,448120
1548472,Garda,"Garda CL Atlantic, Inc.",4200 Governor Printz Blvd.,Wilmington,DE,19802,56162
1715534,"Liberty Living, Inc.","Liberty Living, Inc.",311 Germania,Bay City,MI,48706,62399
1405305,Summit Environmental Inc,Summit Environmental Inc,12018 E First Ave,Spokane,WA,99206,238990
1720589,La Casa Fiesta Restaurant,"La Casa Fiesta, Inc.",808 Lakeland Blvd,Mattoon,IL,61938,7221
1794203,Gardens of Venice,"North Port Retirement Center, Inc.",2901 Jacaranda Blvd,Venice,FL,34292,623990
1689652,Service Source,"Central Fairfax Services, Inc.",6860 Commercial Drive,Springfield,VA,22151,6243
1695536,Greenscape,Greenscape Inc,2360 Broad St,Holly Springs,NC,27540,561730
1438231,Aegis Communications Group,Aegis Communications Group,609 Bellview Blvd,Fairmont,WV,26554,561422
1670924,El Vista Orchards Inc.,El Vista Orchards Inc.,1160 Cold Springs Road,Fairfield,PA,17320,111331
1696391,VCA Brown Animal Hospital,"VCA Antech, Inc.",8 Calkins Court,South Burlington,VT,5403,541940
1698877,RCDS Contractors,"RCDS Contractors, Inc.",7200 W. Bell Road,Glendale,AZ,85308,2382
1532530,MetLife,"MetLife, Inc",1 City Place Dr.,Creve Coeur,MO,63141,52411
1587549,Gay Camp,"Kussens, INC.-SC",John Camp Rd.,Saint Helena Island,SC,29920,721310
1422267,Micro Solutions,"Micro Solutions, Inc.","8401 Corporate Drive, Suite 630",Landover,MD,20785,51791
1496252,HSBC,HSBC,HSBC,Buffalo,NY,14203,551114
1634056,Sonny's Real Pit Bar-B-Q,"Tricor, Inc.",15412 N Dale Mabry,Tampa,FL,33618,72211
1649412,"Touch Me Fashion, Inc., Teen Bell","Touch Me Fashion, Inc.",1601 S. Soto Street,Los Angeles,CA,90023,315232
1463757,Noah's Ark Day Care,"Noah's Ark Day Care, Inc.",131 NW 8th Street,Richmond,IN,47374,624410
1515088,La Pampa,Culinary Ambition LLC,3300 N. McColl,McAllen,TX,78501,722110
1441006,Glass Masters Inc.,"Glass Masters, Inc",1671 Stillwater Ave,Cheyenne,WY,82009,238990
1720026,"Astin Farms, AGER","Astin Farms, Inc.",107 Holloway Road,Plant City,FL,33565,111333
1623930,The Learning Lamp,"The Learning Lamp, Inc",108 College Park Plaza,Johnstown,PA,15904,624410
1470835,"Vocal, Inc.","Vocal, Inc.",1188 S San Pedro Street #K,Los Angeles,CA,90015,315232
1509029,Seasons at Turlock,Senior Care Management LLC,3791 Crowell Road,Turlock,CA,95382,623311
1442599,AC Humko,"ACH Food Companies, Inc.",1201 E. Morton Ave.,Jacksonville,IL,62650,311999
1439459,Contract Mail Trucking Company Inc.,Contract Mail Trucking Company Inc.,2817 Pike Street,Parkersburg,WV,26103,484220
1665469,Rockey's Moving and Storage,"Rockey's Moving and Storage, LLC",2305 South Fort Hood St,Killeen,TX,76542,484210
1406302,"Texas Mechanical Systems, Inc.",Texas Mechanical Systems Inc.,149 Commo Group,Lackland AFB,TX,78236,23822
1388202,Albany Medical Center Hospital,Albany Medical Center Hospital,43 New Scotland Ave.,Albany,NY,12208,6221
1421901,Hollywood Home,Alleluia,405 Hollywood Ave,Reedley,CA,93654,6233
1421902,Acacia Home,Alleluia,783 Acacia Ave,Reedley,CA,93654,6233
1477089,Heritage Park of Savannah,UHS Pruitt Corp,12825 White Bluff Road,Savannah,GA,31419,623110
1421964,Lex Brodie's Tire Company,"Finova Hawaiian Holdings, LLC",94-169 Farrington Highway,Waipahu,HI,96797,441310
1489648,Reeves Farms,Reeves Farms,1100 Reeves Road,Baldwinsville,NY,13027,111219
1551291,Berrybrook Enterprises,Berrybrook Enterprises,28230 Elm St.,Dowagiac,MI,49047,111331
1670926,"El Vista Orchards, Inc.","El Vista Orchards, Inc.",1160 Cold Spring Road,Fairfield,PA,17320,111331
1697784,RCO Reforesting,"RCO Reforesting, Inc",1332 Fairlane Rd,Yreka,CA,96097,113210
1441148,"Habilitation, Inc.","Habilitation, Inc.",1755 West Market Street,Pottsville,PA,17901,9680
1427116,Taco Bueno,"Taco Bueno Restaurants, L.P.",4417 Kemp Blvd,Wichita Falls,TX,76308,722211
1522761,Living Resources,Living Resources Corp.,300 Washington Ave. Ext.,Albany,NY,12203,624190
1545433,Tilt,Nickels and Dimes Incorporated,46056 Kam Highway,Kaneohe,HI,96744,451120
1422936,Mambo Italiano,"Primi Piatti, Inc.",5165 Peachtree Parkway,Norcross,GA,30092,722110
1659845,Protection Strategies Inc. (PSI),Protection Strategies Inc.,1106 Aviation Blvd,Atlanta,GA,30354,561612
1424002,Varsity Contractors,"Varsity Contractors, Inc.",2894 E. 3rd St.,Bloomington,IN,47401,561720
1424114,Diagnostic Center (Cental S04),Catholic Charities Diocese of Metuchen,550 Route 22 East,Bridgewater,NJ,8807,623990
1697180,Maureen Guest Home,Maureen Guest Home,9362 Maureen,Garden Grove,CA,92841,623312
1422690,Butler Company,"BCI, Inc.",848 Marshall Phelps Road,Windsor,CT,6095,561730
1694819,Cellular Sales,"Cellular Sales of Knoxville, Inc.",502 Brookway Blvd,Brookhaven,MS,39601,517210
1228272,Hamilton Day Care Center - Crenshaw,Hamilton's Day Care,PO Box 948,Crenshaw,MS,38621,62441
1701742,Briarcliff Sod Farms,"Briarcliff Sod, Inc.",43635 Rte 25,Peconic,NY,11958,11199
1684478,"Steel Erectors, Inc.",Steel Erectors,1709 North Industrial Ave.,Sioux Falls,SD,57104,238120
1505080,Pizza Inn,"Clairday Food Service, Inc.",914 East Main Street,Magnolia,AR,71753,722211
1605265,"Advanced Security Consulting, Inc","Advanced Security Consulting, Inc",1491 Clinton Street,Aurora,CO,80010,561612
1606548,Labor Pros,Labor Pros LLC,2208 West 39th Avenue,Kansas City,KS,66103,561310
1431207,Reliable Contracting Group LLC,Reliable Contracting Group LLC,13035-B Middletown Industrial Blvd.,Louisville,KY,40223,236220
1704079,"Interior Maintenance Company, Inc.","Interior Maintenance Company, Inc.",45 Scottdale Road,Lansdowne,PA,19050,561720
1530069,Middleton Farms AGER,Fairview Farms,P O Box 117,Elkton,FL,32033,11119
1722422,PPDG,Professional Performance Development Grp. Inc,5441 Babcock Rd Suite 200,San Antonio,TX,78240,621111
1547557,Coates Farm Produce,"Coates Farm Produce, Inc.",9800 N 400 E,Lake Village,IN,46349,111219
1630727,Avis Budget Group,"Avis Rent A Car System, Inc.",513 Eccles,South San Francisco,CA,94080,532111
1591549,Pines West Academy,"Education First, Inc.",17191 Pines Blvd,Pembroke Pines,FL,33027,624410
1553086,Carolina Beauty College,"Carolina Beauty Systems, Inc.",5106 Roxboro Road,Durham,NC,27704,611511
1557877,RC Willey,R.C. Willey Home Furnishings,3301 E Lanark St,Meridian,ID,83642,442299
1377175,"Watson Agency, Inc.","Watson Agency, Inc.","4000 S.E. 82nd Avenue, #1000-158",Portland,OR,97266,561612
1383811,Holland Employment,The Holland Group,332 S. Main,Findlay,OH,45840,561310
1591243,Bloomin Haus,Pazienza Enterprises,816 Waverly Ave,Holtsville,NY,11742,111421
1418904,"Acores Foods, Inc.","Acores Foods, Incorporated",9175 Kearny Villa Road,San Diego,CA,92126,722212
1677658,McDonald's,Retzer Resources,2908 East Harding,Pine Bluff,AR,71601,722211
1616182,"Jose G. Zamarripa Harvesting, Inc.","Jose G. Zamarripa Harvesting, Inc.",77 South Lime St.,Fellsmere,FL,32948,115115
1534924,Dunson Harvesting Inc.,"Dunson Harvesting, Inc.",400 Eagle Lake Loop Road,Winter Haven,FL,33880,11131
1635694,Ocampo RCH,Ocampo Residential Care Home,3084 Jenkins Avenue,San Jose,CA,95118,6232
1543292,Carolina Beauty College,"Carolina Beauty Systems, Inc.",2001 East Wendover,Greensboro,NC,27405,611511
1467586,Beverly Hills Body and Paint,"Century Enterprises, Inc",8949 Venice Blvd,Los Angeles,CA,90034,811121
1733017,Behling Orchards,"Behling Orchards, LLC",364 Hurlbut Rd,Mexico,NY,13114,111331
1665894,Gillis Farms,Gillis Farms,Startout Route Box 31,Hatch,NM,87937,111219
1655571,AT&T,Southwestern Bell Telephone Company,9051 Parkwest Dr.,Houston,TX,77063,561422
1655691,Taste of China Super Buffet,TMA Enterprises Inc.,3711 Colony Drive,San Antonio,TX,78230,722110
1788783,Aramark,"Aramark Facility Services, LLC","2145 Sheridan Rd, MG65",Evanston,IL,60208,561210
1689609,AJM Packaging,AJM Packaging Corporation,E-4111 Andover Rd.,Bloomfield Hills,MI,48302,424110
1689620,"Healthcare Resolution Services, Inc.","Healthcare Resolution Services, Inc",243 Curtiss Road,Barksdale AFB,LA,71110,923120
1644225,Harbor Freight Tools USA Inc,"Harbor Freight Tools USA, Inc",5839 Brainerd Road,Chattanooga,TN,37411,45399
1527657,Executive Management Services (EMS),"Executive Management Services, Inc.",1202 Second St,Dayton,KY,41074,561720
1640990,SM Little Masonry LLC - Bldg. 4,"SM Little Masonry, LLC",Building 4 East Wing,Fort Benning,GA,31905,238140
1500961,Varsity Contractors,"Varsity Contractors, Inc.",943 West Colmar,Salt Lake City,UT,84104,561720
1758019,Tractor Supply Company,Tractor Supply Company,5401 Virgina Way,Brentwood,TN,37027,444220
1758020,"Rentz Communications, Inc","Rentz Communications, Inc",215 Harmony Church Road,Baxley,GA,31513,335121
1759683,Cummins Construction Company,Cummins Construction Company,1420 W. Chestnut St.,Enid,OK,73702,237310
1618688,Girling Health Care,Girling Health Care Inc.,"210 So Carancahua St, #303",Corpus Christi,TX,78401,621610
1735251,Margarito Martinez,Triple S Harvesting,3229 East C.R. 720 #103,Moore Haven,FL,33471,115115
1740113,Northrop Grumman Defense Mission Systems,Northrop Grumman Systems Corporation,12011 Sunset Hills Rd,Reston,VA,20190,541990
1531281,365 Electrician,365 Electrician,2498 Roll Drive,San Diego,CA,92154,238210
1529039,Metro Mattress,Metro Mattress Corp.,898 New Loudon Rd.,Latham,NY,12110,442110
1776382,Whiting Door Mfg. Corp,Whiting Door Mfg. Corp,13 Cedar St.,Akron,NY,14001,332321
